Date,GDP,CPI,inflation,housing,federal_funds,bank_loan,employment_rate,unemployment_rate,consumer_confidence,bonds_price,mortgage_rates,public_debt,total_debt,debt,bonds_issued,IRS Tax,bonds_sentiment,economy_sentiment,housing_market_sentiment,taxes_sentiment,loans_sentiment,interest_rates_sentiment,recession_sentiment,unemployment_sentiment,inflation_sentiment
2022-06-28,,,,,,,,,,431.94,,23900000000000.0,30500000000000.0,30533333333333.332,,18820149057.57143,0.5535087976733639,0.4948754664981474,0.6083445256455658,0.6063735152157268,0.8442433515452975,0.44754756125122486,0.24429155640262018,0.4422134821549173,
2022-06-29,,,,,,,,,,434.03,,23900000000000.0,30500000000000.0,30533333333333.332,,19060987071.714287,0.5514589983269466,0.4683757468316397,0.5627227985567945,0.5736235990252865,0.817521533091954,0.37393781512501295,0.1989859325013311,0.3497101247018233,
2022-06-30,,,,,,,,,,435.75,5.7,23900000000000.0,30600000000000.0,30533333333333.332,6860762763.0,16149293922.571428,0.5549188188250198,0.476400912310152,0.7149065361915985,0.574260855076486,0.8389976840439214,0.394781566864045,0.19985468519792837,0.43626108886398113,
2022-07-01,25500000000000.0,296311.0,5.9,875000.0,1.68,4.85,59.9,3.5,51.5,438.25,,23900000000000.0,30500000000000.0,30500000000000.0,,16945345337.0,0.5116235456779653,0.48186468164425195,0.6934861521868684,0.6061124472488347,0.8597829058354813,0.40862772525819396,0.15792277372120328,0.42453082066888775,
2022-07-02,,,,,,,,,,,,,,,,,0.5532422480966,0.43943146567049907,0.7503126022624361,0.6380997091001721,0.8144259716480874,0.5604583700425795,0.17725493959218516,0.4522866803373521,
2022-07-03,,,,,,,,,,,,,,,,,0.45712134118520553,0.46463014918472784,0.6941370981766619,0.5786867630367624,0.8322785171069711,0.4743854360429793,0.19993415435651046,0.4897322881248155,
2022-07-04,,,,,,,,,,,,,,,,,0.528627239039289,0.4688647726649547,0.7157161764463227,0.556282358619167,0.8254841680275526,0.41746822252328897,0.21949845120976186,0.4543488911293759,
2022-07-05,,,,,,,,,,439.45,,23900000000000.0,30500000000000.0,30500000000000.0,,17398337521.57143,0.5310011729025838,0.46528819397912813,0.6967453906805398,0.5708986747022845,0.7694292830722188,0.3430183247679747,0.188735348663737,0.36742228837952046,
2022-07-06,,,,,,,,,,436.8,,23900000000000.0,30500000000000.0,30500000000000.0,,15931995699.285715,0.5925586764695545,0.49231260901027796,0.5649483520560411,0.5858302882963289,0.8356445758746881,0.35672850945590917,0.21343180808096793,0.42828374718038875,
2022-07-07,,,,,,,,,,435.32,5.3,23900000000000.0,30500000000000.0,30500000000000.0,,14184506187.142857,0.6533746205349077,0.5039040062894946,0.6331249684499298,0.6054804777237558,0.881361590299904,0.2763700939948713,0.21940633017178462,0.3494535027073597,
2022-07-08,,,,,,,,,,433.69,,23900000000000.0,30500000000000.0,30500000000000.0,,15035091623.714285,0.5864192412951462,0.5351011379416557,0.605565466660189,0.583199331713904,0.7966131212887408,0.3703088393070868,0.29286247141419797,0.4739290402140381,
2022-07-09,,,,,,,,,,,,,,,,,0.5150805131739741,0.470539654706862,0.6303074154145053,0.5235245482289571,0.83418131368181,0.4964929274863717,0.24787737370677718,0.40368166541328926,
2022-07-10,,,,,,,,,,,,,,,,,0.5003162107865639,0.4649556259603471,0.6278880911179581,0.4899030349038427,0.8079122403032456,0.3544203260410144,0.21054346971992194,0.3514722902160799,
2022-07-11,,,,,,,,,,435.8,,23900000000000.0,30500000000000.0,30500000000000.0,,16288824524.571428,0.53028167206291,0.4829690757478171,0.5907956550098308,0.5535953568656707,0.8613774174262278,0.5429975707455795,0.24531438476281103,0.4767351328930805,
2022-07-12,,,,,,,,,,436.49,,23900000000000.0,30500000000000.0,30500000000000.0,,15937405345.0,0.5320628964741433,0.5247503283587447,0.59345822761024,0.6178000184048033,0.8618671810113283,0.47480904757016934,0.22745118486272858,0.46098112861630425,
